username,waktu,teks_komentar,jumlah_likes,sumber_video,case_folding,komentar_final,bigrams
@gilangw595,11 months ago,gara-gara pajak pemerintah buat mobil sedan mahal banget.. terpaksa sunat ini itu,0,https://youtube.com/watch?v=FDU3zV2_n04,gara-gara pajak pemerintah buat mobil sedan mahal banget.. terpaksa sunat ini itu,"['gara', 'gara', 'pajak', 'perintah', 'buat', 'mobil', 'sedan', 'mahal', 'banget', 'paksa', 'sunat']","[('gara', 'gara'), ('gara', 'pajak'), ('pajak', 'perintah'), ('perintah', 'buat'), ('buat', 'mobil'), ('mobil', 'sedan'), ('sedan', 'mahal'), ('mahal', 'banget'), ('banget', 'paksa'), ('paksa', 'sunat')]"
@redipustaka3222,2 years ago,Sepakat bang. Hanya org2 yg cari gengsi saja yg malu pake mobil ini.,0,https://youtube.com/watch?v=FDU3zV2_n04,sepakat bang. hanya org2 yg cari gengsi saja yg malu pake mobil ini.,"['sepakat', 'bang', 'org', 'cari', 'gengsi', 'malu', 'pake', 'mobil']","[('sepakat', 'bang'), ('bang', 'org'), ('org', 'cari'), ('cari', 'gengsi'), ('gengsi', 'malu'), ('malu', 'pake'), ('pake', 'mobil')]"
@laludongker9557,2 years ago,Civik persi toyota nih,0,https://youtube.com/watch?v=FDU3zV2_n04,civik persi toyota nih,"['civik', 'pers', 'toyota']","[('civik', 'pers'), ('pers', 'toyota')]"
@reggiecell6529,2 years ago,JD pengen ganti Ayla dengan vios,0,https://youtube.com/watch?v=FDU3zV2_n04,jd pengen ganti ayla dengan vios,"['ken', 'ganti', 'ayla', 'vios']","[('ken', 'ganti'), ('ganti', 'ayla'), ('ayla', 'vios')]"
@ppdigabus2872,2 years ago,cenderung meniru hyundai sonata secara kaca siku belakang dan jok belakangnya mengikuti nissan almera ... saya pikir ini lambatnya r&d toyota yg menguber target mobil sejuta umat :face-green-smiling::face-green-smiling::face-green-smiling:,0,https://youtube.com/watch?v=FDU3zV2_n04,cenderung meniru hyundai sonata secara kaca siku belakang dan jok belakangnya mengikuti nissan almera ... saya pikir ini lambatnya r&d toyota yg menguber target mobil sejuta umat :face-green-smiling::face-green-smiling::face-green-smiling:,"['cenderung', 'tiru', 'hyundai', 'sonata', 'cara', 'kaca', 'siku', 'belakang', 'jok', 'belakang', 'ikut', 'nissan', 'almera', 'pikir', 'lambat', 'toyota', 'uber', 'target', 'mobil', 'juta', 'umat', 'face', 'green', 'smiling', 'face', 'green', 'smiling', 'face', 'green', 'smiling']","[('cenderung', 'tiru'), ('tiru', 'hyundai'), ('hyundai', 'sonata'), ('sonata', 'cara'), ('cara', 'kaca'), ('kaca', 'siku'), ('siku', 'belakang'), ('belakang', 'jok'), ('jok', 'belakang'), ('belakang', 'ikut'), ('ikut', 'nissan'), ('nissan', 'almera'), ('almera', 'pikir'), ('pikir', 'lambat'), ('lambat', 'toyota'), ('toyota', 'uber'), ('uber', 'target'), ('target', 'mobil'), ('mobil', 'juta'), ('juta', 'umat'), ('umat', 'face'), ('face', 'green'), ('green', 'smiling'), ('smiling', 'face'), ('face', 'green'), ('green', 'smiling'), ('smiling', 'face'), ('face', 'green'), ('green', 'smiling')]"
@agussumartono5467,2 years ago,Ini harusnya generasi ke 5. Bukan begitu Om Mobi?,0,https://youtube.com/watch?v=FDU3zV2_n04,ini harusnya generasi ke 5. bukan begitu om mobi?,"['generasi', 'bukan', 'mob']","[('generasi', 'bukan'), ('bukan', 'mob')]"
@deadwood21plus,2 years ago,Ini kalau ada versi GRnya pasti makin keren. Bentuk lampu depan & belakangnya sporty banget.,39,https://youtube.com/watch?v=FDU3zV2_n04,ini kalau ada versi grnya pasti makin keren. bentuk lampu depan & belakangnya sporty banget.,"['kalau', 'versi', 'grnya', 'makin', 'keren', 'bentuk', 'lampu', 'depan', 'belakang', 'sporty', 'banget']","[('kalau', 'versi'), ('versi', 'grnya'), ('grnya', 'makin'), ('makin', 'keren'), ('keren', 'bentuk'), ('bentuk', 'lampu'), ('lampu', 'depan'), ('depan', 'belakang'), ('belakang', 'sporty'), ('sporty', 'banget')]"
@aldirizkipratama1366,2 years ago,"Selama saya kerja di perusahaan taksi, tidak pernah ada pengemudi yang mengeluhkan mesin jebol, atau permasalahan di segmen permesinan. Mesin vios ini badak bgt emang walaupun udh di siksa beratus ratus kilometer 👍🏻",80,https://youtube.com/watch?v=FDU3zV2_n04,"selama saya kerja di perusahaan taksi, tidak pernah ada pengemudi yang mengeluhkan mesin jebol, atau permasalahan di segmen permesinan. mesin vios ini badak bgt emang walaupun udh di siksa beratus ratus kilometer 👍🏻","['lama', 'kerja', 'usaha', 'taksi', 'tidak', 'pernah', 'kemudi', 'keluh', 'mesin', 'jebol', 'masalah', 'segmen', 'mesin', 'mesin', 'vios', 'badak', 'banget', 'emang', 'walaupun', 'udh', 'siksa', 'atus', 'ratus', 'kilometer']","[('lama', 'kerja'), ('kerja', 'usaha'), ('usaha', 'taksi'), ('taksi', 'tidak'), ('tidak', 'pernah'), ('pernah', 'kemudi'), ('kemudi', 'keluh'), ('keluh', 'mesin'), ('mesin', 'jebol'), ('jebol', 'masalah'), ('masalah', 'segmen'), ('segmen', 'mesin'), ('mesin', 'mesin'), ('mesin', 'vios'), ('vios', 'badak'), ('badak', 'banget'), ('banget', 'emang'), ('emang', 'walaupun'), ('walaupun', 'udh'), ('udh', 'siksa'), ('siksa', 'atus'), ('atus', 'ratus'), ('ratus', 'kilometer')]"
@faizismail3420,2 years ago,Diindonesia vios 2022 ga ada ya? Version 4? Kalau dalam video ini version 5,0,https://youtube.com/watch?v=FDU3zV2_n04,diindonesia vios 2022 ga ada ya? version 4? kalau dalam video ini version 5,"['indonesia', 'vios', 'version', 'kalau', 'video', 'version']","[('indonesia', 'vios'), ('vios', 'version'), ('version', 'kalau'), ('kalau', 'video'), ('video', 'version')]"
@setogembot,2 years ago,Ntaran jg rilis versi taxi bos orang di Ancol mercy Avantgarde aja 2015 bejibun,0,https://youtube.com/watch?v=FDU3zV2_n04,ntaran jg rilis versi taxi bos orang di ancol mercy avantgarde aja 2015 bejibun,"['ntaran', 'rilis', 'versi', 'taxi', 'bos', 'orang', 'ancol', 'mercy', 'avantgarde', 'bejibun']","[('ntaran', 'rilis'), ('rilis', 'versi'), ('versi', 'taxi'), ('taxi', 'bos'), ('bos', 'orang'), ('orang', 'ancol'), ('ancol', 'mercy'), ('mercy', 'avantgarde'), ('avantgarde', 'bejibun')]"
@namadefault4375,2 years ago,Lucu ada kucing numpang lewat 🤣,0,https://youtube.com/watch?v=FDU3zV2_n04,lucu ada kucing numpang lewat 🤣,"['lucu', 'kucing', 'numpang', 'lewat']","[('lucu', 'kucing'), ('kucing', 'numpang'), ('numpang', 'lewat')]"
@fikrimasgars,2 years ago,"Ada yg keskip Om, Vios ‘Joker’.
Bukan generasi sih, tapi major facelift wkwk 😂",3,https://youtube.com/watch?v=FDU3zV2_n04,"ada yg keskip om, vios ‘joker’.
bukan generasi sih, tapi major facelift wkwk 😂","['skip', 'vios', 'joker', 'bukan', 'generasi', 'major', 'facelift', 'wkwk']","[('skip', 'vios'), ('vios', 'joker'), ('joker', 'bukan'), ('bukan', 'generasi'), ('generasi', 'major'), ('major', 'facelift'), ('facelift', 'wkwk')]"
