username,waktu,teks_komentar,jumlah_likes,sumber_video
@dcrm18,2 years ago,Penasaran dgn tipe terendah E m/t..,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@maverick-6356,2 years ago,"Bang tolong komparasi vios 2022 dan city 2022 dong, lg mau beli nih",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@inibukan8192,2 years ago,"Kalau yang lain bahas mobilnya, saya mau bahas reviewnya ah hehe

Terimakasih buat tim otodriver, khususnya mas Adit yang udah dengerin segala kritik dari para netizen, mungkin bahkan ada yang menjurus ke membully 😅. 

Sekarang reviewnya udah jauh lebih enak, lebih luwes, ga ada bahasa-bahasa yang belibet, dan semakin asyik ditonton.

Keep up the good work mas adit dan tim otodriver!",8,https://youtube.com/watch?v=qWbTS6lwOnQ
@widisaputra2822,2 years ago,"All memang banyak perubahan, namun secara design masih ada copy an dari all new avanza, so menurut saya balik lagi sama penggunanya",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@hazmizanamat5313,2 years ago,salam dari malaysia.memang cantik rekabentuk vios baru 2022 ni.,3,https://youtube.com/watch?v=qWbTS6lwOnQ
@iGransTVCommercials,2 years ago,Tinggal tunggu buat Duet LSUV Rush-Terios FWD meluncur. 🙏🙏🙏,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@jannahfirdaus6277,2 years ago,Geli gw liat kuku'nya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@gangebutgapelan5415,2 years ago,"Suara alarm bisa diatur setau saya, saya ada veloz 1.5 2020 ada 3 macem model suara, itu juga mungkin bisa",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@ridwanardiansyah7647,2 years ago,Belakangnya mirip honda city,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@abunchubby,2 years ago,"Dari dulu juga TOYOTA di topang DAIHATSU.

Dan itulah kenapa perbandingan harga antara DAIHATSU lebih murah di bandingkan TOYOTA.
Karna DAIHATSU adalah produsen tunggal dari ASTRA.",3,https://youtube.com/watch?v=qWbTS6lwOnQ
@KWB77,2 years ago,Sekilas kok kaya liat BMW ya ni mobil. Gile cakep bgt ini buat nongkrong,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@aplus1573,2 years ago,Ganteng,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ariefananta8480,2 years ago,"krn rata2 pake platform DNGA pny daihatsu, segmen produk entry level toyota ga akan pernah dapet mesin2 baru toyota dr dynamic force engine series... nasib nasib. kebayang klo vios baru dikasih mesin M15A-FKS... lebih mantap.",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@rogerbaretha7233,2 years ago,Riview yg manual donk omm biar tau juga fitur2 dan exteriornya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@arstu99,2 years ago (edited),"Walau design dirubah tapi kok masih kerasa biasa aja ya modelnya. Bosen liatnya, karena model gini banyak diterapkan di mobil pesaing. Model belakang seperti BMW. Design depan juga umum mirip lainnya seperti mitsubishi lancer jadul. Belum maksimal inovasi perubahan menurutku.",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@damarb.s5084,2 years ago,Pasti ada al new limo neehhh 😘,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ichsanafdal6895,2 years ago,konsumsi bbmnya berapa ya? kok saya ga dengar info tsb sepertinya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@nabilkayzoeyuwana7318,2 years ago,padahal yg interior merah keren bgt,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@primapetroza4960,2 years ago,Nahh...baru keren nih vios 2022...mdh2an bs SPK bulan ini 🙏,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,"gantengan ini sih broo, dan beda juga sih menurut gua",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@yohanesmartino5301,2 years ago (edited),"Sayangnya mesin M15A-FKS itu pakai 3 silinder, yang ditakutkan getaran dan berisiknya",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ariefananta8480,2 years ago," @yohanesmartino5301  Kelemahannya memang di vibrasi yg lebih gede, tp teknik peredaman sekarang jg jauh lebih baik shg efek vibrasi bs diminimalkan. Konfigurasi 3 silinder utk ICE modern ber-cc  <2000cc sptnya akan jd keniscayaan bg para pabrikan mobil bwt ngejar power dan efisiensinya (termasuk produksi mesin 3-cyl jg lbh murah). Mobil2 premium ber-cc <2000 dg kisaran power 125-130an HP sdh mulai pake mesin2 3-cyl.",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,"loh, coba di bandingin sama vios sebelumnya aja, pasti berubah tottal",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ramci0914,2 years ago,"Tetep aja jadi taksi , mw apaan jg namanya limo kek, atau apalah",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@jakfaral5662,2 years ago,Full di desain oleh Daihatsu...good job..,3,https://youtube.com/watch?v=qWbTS6lwOnQ
@Spheredalai,2 years ago,"memang dari dulu bukan taksi karena yang model taksi itu Limo bukan Vios, Vios itu tipe lebih premium dari Limo yg harganya memang agak jauh beda, kalaupun pernah lihat ada taksi Vios, itu seringnya adalah rebadge, emblemnya diganti, mungkin karena gengsi",13,https://youtube.com/watch?v=qWbTS6lwOnQ
@zahwadzakwan7591,2 years ago,Kreeen abissss,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@zakariatifli,2 years ago,ekterior bagus... pas bahas interior kok ga nyaman lihat kuku tangan yang panjang.... kesannya gimana gitu... ganteng sih cuman kukunya ga nyaman dilihatnya...,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@enzoalrizky4697,2 years ago,Bang adu sama city dong,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@agungbinhartono,2 years ago,"mohon tdk terlalu cepat saat menjelaskan, agar kami bs menyimak dg baik. sy bahkan  hrs mengulang berkali2 utk mendengarkannya.",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@haryonoh2790,2 years ago,Nunggu blue bird nya aja deh,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@muhamadferza7690,2 years ago,"Modelnya udah masuk, niatnya udah ada, usahanya juga udah jalan
Tinggal isi dompetnya aja yang belum mendukung 😅",15,https://youtube.com/watch?v=qWbTS6lwOnQ
@ongkykurniawan,2 years ago,Ntah kenapa lebih ganteng city hatchback,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@initialalphabetcommunity,2 years ago,"Kok head unit nya beda drpda yg di thailand ya? Yg di thailand lebih minimalis satu layar, kyk tablet nempel",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Erfansj1,2 years ago,Demand sedan entry level sdh menurun.,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@yanaariesta.channel,2 years ago,Sayang cc nyah ga berubah,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@catwishperer9229,2 years ago,"Jari2nya lentik terawat meni-pedi, hehe... Tampil macho aja bro.  Kan bahas topik otomotif yang laki banget 😊",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@arisrismansyah7000,2 years ago,Nanti jadi silver bird wkwkwk,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@andypurwanto2894,2 years ago,Keren bet,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@mohamaddavitdiwangkoro153,2 years ago,Menunggu yaris terbaru,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@shebry,2 years ago,Nunggu type GR😁,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@masdjatu4734,2 years ago,Sekilas liat thumbnail hampir mirip Civic hehe,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lelanapun6694,2 years ago,lampu belakangnya kaya BMW loh keren,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@moiqtheplayer,2 years ago,"Ga semua taksi vios itu rebadge, sy pernah lihat beneran ada taksi vios, rem belakangnya cakram",2,https://youtube.com/watch?v=qWbTS6lwOnQ
@daneessjochris,2 years ago,Sebenarnya sama aja kayak Avanza sama transmover,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ajibabay214,2 years ago,Komentar anda mewakili  komentar saya,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,"beda segment broo, jangan dibandini sama hatchback",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ongkykurniawan,2 years ago, @sanjoyopurnomo6096  ada benernya. Tapi saya compare dari segi fitur dan harga,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,keren dan sporty abis yaaaaa broo,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@anakkemarin4765,2 years ago,Wak haji benzema review mobil 😅,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@fitrahasrinaputri989,2 years ago,Ganteng bgt gilakkkk,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@杰雄,2 years ago,Tenaga ttp kalah sama honda...,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago,"Desain kayak gini penuh garis aneh, tekukan patah, gak akan timeless... Lihat aja beberapa tahun lagi",2,https://youtube.com/watch?v=qWbTS6lwOnQ
@alfandysagala9858,2 years ago,Kalah mesin doang ama city. Sisanya menang semua,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@infeeenity,2 years ago,Yaris ga akan upgrade intake? Tuh mobil ngeden ambil udara dari dalem engine bay kompetitor aja udah dari lama ambil udara dari depan huuh,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@okbengkel3839,2 years ago,"Sam sssuk kukune di potongi ya,mosok kukune lentik",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@namaewakaori8941,2 years ago,"Jepun main bensin
Korea, China battery",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@zuhdymuhammad4568,2 years ago,kekupe kupean,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Nemochanel,2 years ago,Ini baru keren 😎😎,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ferdinandricky9148,2 years ago,Depan belakang samping sih keren abis.. cuma kok jadi kyk mirip faceback bukan sedan seutuhnya lagi,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@imamfachdil706,2 years ago,Ini keren mirip Corolla 😍,5,https://youtube.com/watch?v=qWbTS6lwOnQ
@ferr4009,2 years ago,"Designnya ok, tp sayangnya khas toyota, fiturnya slalu lebih minim dibandingkan dengan mobil di harga yg selevel.
Hati-hati toyota, semakin lama konsumen semakin sadar lo.",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@yudhabastian9930,2 years ago,Mirip Corolla depannya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@MR.COCOJO,2 years ago,"12:29 sama 22:09 , pusing ga tuh?🤣 jadi ada LKA atau ga ada?",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@fauzyfatturahman736,2 years ago,Baby Camry,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@throtttlebody,2 years ago,"Klo ada yg tau bisa bantu jawab om. Kenapa ""kebanyakan"" mobil asia lebih cenderung pakai CVT dan mobil eropa lebih cenderung AT Torque Converter?",5,https://youtube.com/watch?v=qWbTS6lwOnQ
@hartonoharijanto100,2 years ago,Habis inii all new innova hybrid,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Makotosaber,2 years ago,"Belakangnya keren, depannya biasa saja",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@erzibara,2 years ago,"di kolom diskripsinya masih salah min, tertulis Voxy, padahal Vios. Thank you",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,yang dicari ke iritannya. tenaga bisa pilih ke cc yg lebih gede,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@dzakwanihsanulfikri3707,2 years ago,Sok tau,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago, @dzakwanihsanulfikri3707  tandain komen gua tong. lihat nanti tahun2 depan penjualan sama harga nya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@initialalphabetcommunity,2 years ago,"Toyota vios bagusnya bukan buat langsung pake.. Akan lebih keren kalo dimodifikasi. Soalnya emg dr segi desain banyak yg masih bisa dibuat bagus lagi biar g kaku. 
Kalo sedan yg mau dipake secara orisinil bawaan pabrik, yaa mending beli sedan sekelas altis atau sedan segmen c lainnya.. Yg emg udah ganteng dr sononya",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago," @initialalphabetcommunity  gen 1 ganteng kok gak pake modif segala. Setelah gen 1 sampai kesini makin jelek desain nya. Kalau ngomong modif, city dan lain nya juga makin keren dibanding ini",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,"kita liat nanti aja ya bro, tpi menurut gua ini bagus sihh",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago," @sanjoyopurnomo6096  yang parah dari sedan model fastback ini, head room belakang jelek. Sedan 4 pintu kok kayak coupe, kelas low mesti praktis. Ini cuma ikutin trend kayak civic, accord, camry sekarang, head room jelek. Gak nambah aerodinamika juga.",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@dzakwanihsanulfikri3707,2 years ago, @lucky889s9  siap,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@UrBaddream-u6y,2 years ago,Selera desain itu subjektif. Lu gak suka atau ngerasa aneh bukan berarti orang lain kek lu,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,mesin ini unggulnya bakal irit mampus broo,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago,"Mesin plek sama, ganti casing aja",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@infeeenity,2 years ago, @lucky889s9  ganti dong mestinya sienta aja udah ganti tuh intake nya jadi lebih luwes udara yang masuk yaris masih pengap,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lumiynocent,2 years ago,Fastback kali kak,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ferdinandricky9148,2 years ago, @lumiynocent  oh iya.. wkkkkk 😅,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Andi-fe6cw,2 years ago,Suka suka,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@HermandoAquino,2 years ago,"Supaya cepat rusak
D perbaiki kenak banyak klo CVT memang besar biayanya
Untung berlipat jepun",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@anggia.2573,2 years ago,kultur..,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sharewell13,2 years ago,"Kalau menurut saya, karena kebanyakan pengguna mobil di Indonesia mencari efisiensi bahan bakar, digunakanlah CVT yang terbukti lebih hemat dibandingkan AT konvensional. Kebanyakan mobil Eropa yang menggunakan AT konvensional juga biasanya memiliki mesin dengan tenaga yang besar, sehingga jika menggunakan CVT, power loss nya akan terasa dan efisiensinya juga tidak terlalu bagus.",4,https://youtube.com/watch?v=qWbTS6lwOnQ
@govinlock8568,2 years ago,"1. CVT lebih irit daripada manual.
2. Dengan jumlah speed diatas 6, CVT lebih ringan dibandingkan AT dengan jumlah speed yang sama.
3. AT konvensional dengan jumlah percepatan diatas 6 kebanyakan dipakai untuk mobil bermesin besar yang notabene RWD karena konfigurasi mesin longitudinal. CVT tidak kuat ngehandle torsi yang besar dengan biaya yang terjangkau.",3,https://youtube.com/watch?v=qWbTS6lwOnQ
@deananha,2 years ago,Kebiasaan otodriver suka keliru detail2 kecil sprt ini,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@jaydenholic8829,2 years ago,"Ganti logo lexus juga , orang masih percaya",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@AD-wx2ou,2 years ago,ini kuat nanjak ga ya? takutnya kaya veloz yang ga kuat nanjak,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@DennyBaimKhayla,2 years ago,Ketika salipan sama fortuner di malam hari apa gak silau pengemudinya nih?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ferdysela4696,2 years ago,Berharap yang refiew nya om fitra eri.,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@bhotelfauzifauzi243,2 years ago,"Keren design nya bismillahirrahmanirrahim Allahummasholli ala sayyidina Muhammad, semoga bisa beli mobil tahun ini 🤲",6,https://youtube.com/watch?v=qWbTS6lwOnQ
@mrtopspeed188,2 years ago,CM NGOMONG BHS INDO BKN ARAB KOQ MASIH MIKIR E..E..LEMOT 🤣🙈,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@mumar0731,2 years ago,"Reviewer nya kurang enak, kaya kurang percaya diri. Intonasi suaranya masih keliatan orang gugup jadi penyampaiannya kurang enak didenger padahal mobil nya keren",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Rizkywijaa,2 years ago,dari tampilan samping lebih bagus ini dari Altis 2021,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@elgarage123,2 years ago,Pilih all new vios atau honda city sedan ya om?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@SHN0o1,2 years ago,Konsumsi bbm brp y,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@wahyunurochim6918,2 years ago,"Aduuhh, kukunya....",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ar_besar,2 years ago,Lebih elegant lebih sporti asli ini lebih keren. Terlihat mahal gak kaya yg dulu,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@ramadhan0712,2 years ago,Velg bmw 3 series 👍,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@yantopriyanto72,2 years ago,ga nyangka vios seganteng ini,5,https://youtube.com/watch?v=qWbTS6lwOnQ
@dongankombur4050,2 years ago,Konsumsi bahan bakarnya GK di bahas,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@fahdilansyahkurniawan,2 years ago,"Asiiiiik, taksi indo makin keren tampang nya. thx Blue bird🙂",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@isnuprasetyo9107,2 years ago,Terdepan emang..bung fitra mana bung fitra,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@muhyidin2,2 years ago,Mirip adiknya di Toyota Camry,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@dic5822,2 years ago,Dibuat mirip rival nya MG5GT kelihatan sporty,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@adrianho1234,2 years ago,BBM nya tembus brp ya ?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,haahahh saking gantengnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@gustami9761,2 years ago,Pajero aj bnk,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,lohhhh semua mobil kuat nanjak kali broo,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@USSR990,1 year ago,??????,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@denn8559,2 years ago,"vios lah lebih keren, ban lebih gede",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@idfarrr,2 years ago,"kalo ngejer fitur sama elegan ya vios, kalo ngejer performa sama lega2an tempat duduk dan bagasi city",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,irit bro harusnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@SHN0o1,2 years ago," @sanjoyopurnomo6096  mesinnya masih samakan,paling 1:10-11",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@iqbalwahyudi3934,2 years ago,"sudah bukan terlihat mahal doang bang, tpi emang mahal 369 jt 😂😂 *bagi saya setidaknya wkwk",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ar_besar,2 years ago," @iqbalwahyudi3934  bener juga ya ini sudah diatas 350 🤣 .. ini city kalah kayaknya , ini lebih menuju ke civic yg skrng 🤣🤣🤣",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@diansetyanto2653,2 years ago,taksi ngga pakai ini om pakainya sekarang transmover,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,lebih ke abangnya dong hahaaah,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ryfanjushua5783,2 years ago,Harusnya untuk daihatsu charmant,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Rezamuhammad,2 years ago,Gnteng poll,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@mr.edchannel75,2 years ago,Versi hybrid atau ev ada ngga om? Mobil bensin udah jadul sekarang...!!😂,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@basoamir3336,2 years ago,Kerren,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@Lito1601,2 years ago,Nah 👏,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@iriantowenas8035,2 years ago,"Di awal description tertulis .... Toyota Voxy🙄🤔, sepertinya copas tp blm diganti 😂😂",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@edwinhadisaputro6331,2 years ago (edited),Makin curiga mulai dari toyota crown 2022 yg siluete nya mirip banget sama accord.. sekarang vios yg kembar tapi beda siluete bodynya mirip sama city sedan.. ya walaupun dari garis body dan bentuk bodynya emang beda tapi secara dimensi mreka hampir sama  .. cuma beda panjang 10 cm . Ada apa dengan toyota? Apakah mreka pakai RND dari honda untuk varian sedan 4 pintunya?? Cuma camry doang yg secara desain masih toyota banget... Hehe apa cuma saya aja ya yg terlalu curiga,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@THEBATMAN7788,2 years ago,Seperti avalon tapi versi bocilnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ihsanalibasyaiban,2 years ago,kok agak nyesel ya ambil mazda 2 sedan begitu liat ini,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@serge2nd,2 years ago,kukunya gak mau dipotong bang?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@imamfals4180,2 years ago,"Bagus keren sporty moderen disegnya udah mulai ke bmw
Pencinta sedan mana nih",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@anggia.2573,2 years ago,"Toyota Vios ❎
Daihatsu Charade ☑️",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@rahmatmaulana4778,2 years ago,"Wahhh seru nih siapa yang setuju next video dibuat video komper antara Honda city sedan , Mazda2 sedan dan Toyota Vios terbaru ini  silahkan tinggalkan jempol keatas kawan",25,https://youtube.com/watch?v=qWbTS6lwOnQ
@muhammadharits2593,2 years ago,Klo Veloz itu TNGA atau dnga ??,2,https://youtube.com/watch?v=qWbTS6lwOnQ
@muhammadharits2593,2 years ago,Mesin gak berubah tenaganya 😂😂,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@muhammadharits2593,2 years ago,Vios aja dikasih adaptive CC ....kok Veloz malah gak dikasih 😂😂😂,7,https://youtube.com/watch?v=qWbTS6lwOnQ
@akhdamamjadi8437,2 years ago,"dari awal sampe akhir./reviewer selalu ada """"eeu euu euu""",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@basoboom9001,2 years ago,baguuszz,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@KickOffShortsid,2 years ago,"Next nya jadi taksi, pasti blue bird group melirik Vios ini. 😂",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ubayatachi8055,2 years ago,kuku anda mengalihkan pandangan saiya hahahaa😆✌,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,bener,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago,"Mending mazda 2 jauhlah NVH juga. Built quality sama material juga jauh. Ini masih murahan interiornya, fitur juga ngepas abis khas astra yang belum tobat juga",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,hahahaha kenapa emang bro?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,hahahahhaa,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@jefridwiantoro6144,2 years ago,Jangan lupa MG 5 GT,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@artisto0,2 years ago,DNGA,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago,Mesin daihatsu juga... Sama kayak avxenvel,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,mobil untuk yg cari irit,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Jason-hr3lx,2 years ago,makin mahal ntar,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@inahsupinag347,2 years ago,emang gitu teknik marketing nya bambang..,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@lucky889s9,2 years ago,Nanti gak laku. Raize aja ada ACC kok,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@rickykurniawann,2 years ago,kelasnya tinggian vios woy,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ataraxiavlog3112,2 years ago,"lbh ke mobilio sama avanza bang skrng
udaj gak ada vios jadi limi skrng",1,https://youtube.com/watch?v=qWbTS6lwOnQ
@lelapuspitasari9098,2 years ago,hal pertama jika gua jadi beli ni mobil adalah mencopot tulisan VIOS ganti tulisan corola altis,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@Vrgyn,2 years ago,Kukunya 🤮,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@irfannasrudi,2 years ago (edited),velg nya mirip kyk velg all new Avanza type G (2022),7,https://youtube.com/watch?v=qWbTS6lwOnQ
@arichandra5310,2 years ago,Muka mobilnya kaya sketsa anak SMP 🤭,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@aldichiuofficial1220,2 years ago,Mirip honda city lampu belakang nya,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@azrialtomas2143,2 years ago (edited),ini lebih sporty si cocok di modif,2,https://youtube.com/watch?v=qWbTS6lwOnQ
@aznmvw,2 years ago,diorang guna sebiji engine myvi,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@donipriatna3215,2 years ago,"Model samping ada pilar D, mirip Crown Royal Saloon menteri.",2,https://youtube.com/watch?v=qWbTS6lwOnQ
@d-artdesign522,2 years ago,jadu coupe2an,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@jaydenholic8829,2 years ago,Pilar c mirip lexus es,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@zulfahmi7529,2 years ago,"siap nunggu ek taksi nti
soal nyan kren ni mobil. . .",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@FreddyGunawan,2 years ago,Kapan jepang tobat? 🤣,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@PEWIZZ_,2 years ago,"mas udah bagus reviewnya tapi kukunya dipotong napa mas, saya potongin apa.. wkwk",3,https://youtube.com/watch?v=qWbTS6lwOnQ
@axeliadiandra177,2 years ago,Mirip amat sama corolla 🧐,4,https://youtube.com/watch?v=qWbTS6lwOnQ
@alghifari117,2 years ago,Baru kali ini naksir sma limo,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@Yeftalionheart,2 years ago,Ada low speed follow gak yakh mobilnya?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@erviansmg,2 years ago,Kyknya per taxi an juga akan ragu kalau ambil. Makanya ga ada versi taxi,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@takoseed,2 years ago,duh velg nya cakep kalo dipasangin ke Rocky saya 😍,7,https://youtube.com/watch?v=qWbTS6lwOnQ
@dayanarung,2 years ago,Inilah daihatsu classy yang sebenarnya,2,https://youtube.com/watch?v=qWbTS6lwOnQ
@zeptazefanya7743,2 years ago,Lampu belakang mirip honda city sedan. Lampu depan campuran toyota camry sama corolla,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@anggia.2573,2 years ago,lebih cocok ganti jd tulisan 'Sirion',0,https://youtube.com/watch?v=qWbTS6lwOnQ
