username,waktu,teks_komentar,jumlah_likes,sumber_video,komentar_bersih
@rizardwarouw4053,1 year ago,"penggunaan velg warna hitam dgn mobil ini malahan kurang tepat, selain jadi mati, baik ban maupun velg nya ga kelihatan gedenya",4,https://youtube.com/watch?v=dCynfd001QM,"penggunaan velg warna hitam dgn mobil ini malahan kurang tepat, selain jadi mati, baik ban maupun velg nya ga kelihatan gedenya"
@awings.chanel,1 year ago,Brpa yaa harga baru nya,0,https://youtube.com/watch?v=dCynfd001QM,brpa yaa harga baru nya
@rudytanri8053,1 year ago,"Warna hitam itu warna nomber one buat saya,   sk dng mode vios ini",0,https://youtube.com/watch?v=dCynfd001QM,"warna hitam itu warna nomber one buat saya,   sk dng mode vios ini"
@wawanerawan6466,1 year ago,Cek harga & Pajak tahunan nya,0,https://youtube.com/watch?v=dCynfd001QM,cek harga & pajak tahunan nya
@wasikinroma8401,1 year ago,Terlalu gelap bang ga bisa lihat,0,https://youtube.com/watch?v=dCynfd001QM,terlalu gelap bang ga bisa lihat
@yusufdionlasvegas2186,3 months ago,"Aku minat bnget malaah kak, cuma belum ada uang aja 😅",0,https://youtube.com/watch?v=dCynfd001QM,"aku minat bnget malaah kak, cuma belum ada uang aja 😅"
@xtmilo23,6 months ago,"tapi vios baru rada sempit , masih lebih lega city",0,https://youtube.com/watch?v=dCynfd001QM,"tapi vios baru rada sempit , masih lebih lega city"
@ukmkotabandung3609,6 months ago (edited),"@xtmilo23  😊 yg lebih lega Wuling, sesuaikan kebutuhan .",0,https://youtube.com/watch?v=dCynfd001QM,"@xtmilo23  😊 yg lebih lega wuling, sesuaikan kebutuhan ."
@xtmilo23,6 months ago, @ukmkotabandung3609  wuling?,0,https://youtube.com/watch?v=dCynfd001QM, @ukmkotabandung3609  wuling?
@xtmilo23,6 months ago,vios dari 2017 make CVT,0,https://youtube.com/watch?v=dCynfd001QM,vios dari 2017 make cvt
@xtmilo23,6 months ago,"G CVT TSS otr jakarta nya 388,2 jt.. pajaknya kalau ga salah saya 4,4 jt",1,https://youtube.com/watch?v=dCynfd001QM,"g cvt tss otr jakarta nya 388,2 jt.. pajaknya kalau ga salah saya 4,4 jt"
@FelNiode,1 year ago,"fyi ini sharing platform dengan avanza/xenia dan yaris cross buatan daihatsu. Menurut saya proporsinya dari samping rada aneh, harusnya dibuat versi HB untuk gantiin yaris skrg yg udah outdated.",3,https://youtube.com/watch?v=dCynfd001QM,"fyi ini sharing platform dengan avanza/xenia dan yaris cross buatan daihatsu. menurut saya proporsinya dari samping rada aneh, harusnya dibuat versi hb untuk gantiin yaris skrg yg udah outdated."
@moch.aryaduta4793,1 year ago,request mitsubishi xforce bang🙏,0,https://youtube.com/watch?v=dCynfd001QM,request mitsubishi xforce bang🙏
@bestindocars,1 year ago,"Vios vs City vs Mazda 2, pilih yg mana?",0,https://youtube.com/watch?v=dCynfd001QM,"vios vs city vs mazda 2, pilih yg mana?"
@congbalicong5723,1 year ago,napa mobil jaman skrg pake tablet jadul di dashboard ya ? merusak pemandangan,2,https://youtube.com/watch?v=dCynfd001QM,napa mobil jaman skrg pake tablet jadul di dashboard ya ? merusak pemandangan
@bestindocars,1 year ago,Iya ya kenapa yaris gak diupdate2 bingung..,0,https://youtube.com/watch?v=dCynfd001QM,iya ya kenapa yaris gak diupdate2 bingung..
@FelNiode,1 year ago (edited),"Mazda 2, no brainer bro. Kecuali yg cari space kursi belakang luas.",0,https://youtube.com/watch?v=dCynfd001QM,"mazda 2, no brainer bro. kecuali yg cari space kursi belakang luas."
@xtmilo23,6 months ago,City… nyamannn,0,https://youtube.com/watch?v=dCynfd001QM,city… nyamannn
@TomyJaya365,2 months ago,Gak pernah nemu New Vios ini di jalanan Kota Medan,0,https://youtube.com/watch?v=YdTPa-zESgM,gak pernah nemu new vios ini di jalanan kota medan
@SASTRANEGARA92,5 months ago,"Sudah mewah kenapa gak dari dulu bikin vios se mewah ini, tapi sayang penumpang belakang sempit banget nyundul plafon padahal udah ganteng banget,,tadi gw aja kaget liat vios terbaru di jalan sudah keren  banget jadi pengen tapi harganya gak kira kira😂😂",0,https://youtube.com/watch?v=YdTPa-zESgM,"sudah mewah kenapa gak dari dulu bikin vios se mewah ini, tapi sayang penumpang belakang sempit banget nyundul plafon padahal udah ganteng banget,,tadi gw aja kaget liat vios terbaru di jalan sudah keren  banget jadi pengen tapi harganya gak kira kira😂😂"
@akunkosong9591,5 months ago,"kmaren ketemu di jalan, awalnya liat blakangnya dulu jadi bikin penasaran.... kayak premium banget, ga nyangka aja kalo ternyata emblemnya vios. begitu maju ke depan, liat mukanya..... waduuuuhhh..... agak maksa banget di mirip2in ama veloz. iya biar kliatan kalo bersaudara gitu kan? ya tapi knapa milih veloz buat acuan?? knapa gak altis apa camry???? 🤯",1,https://youtube.com/watch?v=YdTPa-zESgM,"kmaren ketemu di jalan, awalnya liat blakangnya dulu jadi bikin penasaran.... kayak premium banget, ga nyangka aja kalo ternyata emblemnya vios. begitu maju ke depan, liat mukanya..... waduuuuhhh..... agak maksa banget di mirip2in ama veloz. iya biar kliatan kalo bersaudara gitu kan? ya tapi knapa milih veloz buat acuan?? knapa gak altis apa camry???? 🤯"
@gamekidsding,6 months ago,"taxy itu yang dipilih unit yang gak rewelan tangguh awet sukucadang melimpah, irit bbm, perawatan mudah, ya vios lah pilihanya...",1,https://youtube.com/watch?v=YdTPa-zESgM,"taxy itu yang dipilih unit yang gak rewelan tangguh awet sukucadang melimpah, irit bbm, perawatan mudah, ya vios lah pilihanya..."
@yohanespradono5224,6 months ago,keren banget sih ini. suka design2 toyota,0,https://youtube.com/watch?v=YdTPa-zESgM,keren banget sih ini. suka design2 toyota
@hjkanto2896,9 months ago,masih setia dengan Gen1 2006 at. mobil badak & gk nyusahin.,0,https://youtube.com/watch?v=YdTPa-zESgM,masih setia dengan gen1 2006 at. mobil badak & gk nyusahin.
@muhammadfathudin2944,9 months ago,Gen pertama aja gw belum kebeli.. 😂😂😂,0,https://youtube.com/watch?v=YdTPa-zESgM,gen pertama aja gw belum kebeli.. 😂😂😂
@denikurniawan91,9 months ago,Pelakang saya kira mobil honda😂,1,https://youtube.com/watch?v=YdTPa-zESgM,pelakang saya kira mobil honda😂
@MaharyaSatryani-fk8tu,1 year ago,Sangat menjiplak atau mencontek HONDA CITY...keren memang tp buat beli gw g ada duitnya...nonton aja dulu 😅,1,https://youtube.com/watch?v=YdTPa-zESgM,sangat menjiplak atau mencontek honda city...keren memang tp buat beli gw g ada duitnya...nonton aja dulu 😅
@agusmahajisiswanto2322,1 year ago,Keren nie sihh,0,https://youtube.com/watch?v=YdTPa-zESgM,keren nie sihh
@imugibyam,1 year ago,raize sedan,0,https://youtube.com/watch?v=YdTPa-zESgM,raize sedan
@dreamEnd,1 year ago,Ini channel reviewnya detail banget. Smoga Honda City Sedan di review juga nih.. Rada bimbang mau pilih yang mana antar 2 ini...,1,https://youtube.com/watch?v=YdTPa-zESgM,ini channel reviewnya detail banget. smoga honda city sedan di review juga nih.. rada bimbang mau pilih yang mana antar 2 ini...
@tgs.enough7899,1 year ago,"versi sebelumnya itu seatbelt height bisa adjustable, jok belakang bisa dilipat dan ada armrest with cup holders, gundukan di belakang juga ngga ada dan yailah itu cermin di sunvisor aja pake segala disunat padahal di versi sebelumnya ada.",0,https://youtube.com/watch?v=YdTPa-zESgM,"versi sebelumnya itu seatbelt height bisa adjustable, jok belakang bisa dilipat dan ada armrest with cup holders, gundukan di belakang juga ngga ada dan yailah itu cermin di sunvisor aja pake segala disunat padahal di versi sebelumnya ada."
@KAY_109ROBLOX18,1 year ago,Saya kira di bawah 300.an hehehe,0,https://youtube.com/watch?v=YdTPa-zESgM,saya kira di bawah 300.an hehehe
@ardibilqis2230,1 year ago,Syg bngt kursi ke2 sempit..,0,https://youtube.com/watch?v=YdTPa-zESgM,syg bngt kursi ke2 sempit..
@wiiiiiiihhj,1 year ago,Ini fitur acc nya bisa sampe berenti ndak si,0,https://youtube.com/watch?v=YdTPa-zESgM,ini fitur acc nya bisa sampe berenti ndak si
@hudayaslamet2332,1 year ago (edited),Aku 178 gak bisa dong duduk belakang 😅,0,https://youtube.com/watch?v=YdTPa-zESgM,aku 178 gak bisa dong duduk belakang 😅
@achatedjo,1 year ago,Tunggu keluar jenis limo nya.. 😅,0,https://youtube.com/watch?v=YdTPa-zESgM,tunggu keluar jenis limo nya.. 😅
@elwidiantoroad4818,1 year ago,Skrg mah Taxi mulai pake 7 seater biar bisa bersaing sama Grab.,0,https://youtube.com/watch?v=YdTPa-zESgM,skrg mah taxi mulai pake 7 seater biar bisa bersaing sama grab.
@Bang_Nas06,1 year ago,Mirip yaris ativ di tahiland,0,https://youtube.com/watch?v=YdTPa-zESgM,mirip yaris ativ di tahiland
@xtmilo23,3 months ago,"ya karena veloz & vios 1 plattform , DNGA-B",0,https://youtube.com/watch?v=YdTPa-zESgM,"ya karena veloz & vios 1 plattform , dnga-b"
@nazaruddinyusman3798,1 year ago,DNGA Halo Daihatsu😊,0,https://youtube.com/watch?v=YdTPa-zESgM,dnga halo daihatsu😊
@RizkiRiadi44,1 year ago,Werrrrrr,0,https://youtube.com/watch?v=YdTPa-zESgM,werrrrrr
@ropangmanis3269,1 year ago,Desian vios yg gw suka cuma gen 1 sama yg terbaru ini😅,0,https://youtube.com/watch?v=YdTPa-zESgM,desian vios yg gw suka cuma gen 1 sama yg terbaru ini😅
@christl2127,1 year ago,yang tipe E kayak gimana ya om?,0,https://youtube.com/watch?v=YdTPa-zESgM,yang tipe e kayak gimana ya om?
@adenuryadin2035,1 year ago,Gw jadu bangga punya vios .eh punya limo ex taxi blue bird ged 2 mantaf jadi bahan hujatan nih si vios .eh si limo...😂😂😂,0,https://youtube.com/watch?v=YdTPa-zESgM,gw jadu bangga punya vios .eh punya limo ex taxi blue bird ged 2 mantaf jadi bahan hujatan nih si vios .eh si limo...😂😂😂
@Kanghozchanel,1 year ago,"Spionya Saja, yg agak ketinggian posisinya.",0,https://youtube.com/watch?v=YdTPa-zESgM,"spionya saja, yg agak ketinggian posisinya."
@blackspencer-w5e,1 year ago,kapan vios discontinue?,0,https://youtube.com/watch?v=YdTPa-zESgM,kapan vios discontinue?
@KamalDiora,1 year ago,Nyimak..,0,https://youtube.com/watch?v=YdTPa-zESgM,nyimak..
@bryancalvin8118,1 year ago,"SEMOGA TAUN DEPAN BISA KEBELI MOBIL INI,AMIN",0,https://youtube.com/watch?v=YdTPa-zESgM,"semoga taun depan bisa kebeli mobil ini,amin"
@Lito1601,1 year ago,"Kalau embel-embel chrome hilang semua, tak kasih 💯",0,https://youtube.com/watch?v=YdTPa-zESgM,"kalau embel-embel chrome hilang semua, tak kasih 💯"
@mimerrypaul,1 year ago,"harga nobil sekarang udah gak ngotak sih, mobil seharga rumah di pinggiran jakarta, atau seharga unit apartment di dalam kota. setelah 5 tahun nyicil harga mobil udah tinggal 1/3 dari nilai cicilan yang dibayar, cuma bisa dijual buat DP mobil baru lagi. dan mobil baru pasti harganya naik terus dan terus naik.",1,https://youtube.com/watch?v=YdTPa-zESgM,"harga nobil sekarang udah gak ngotak sih, mobil seharga rumah di pinggiran jakarta, atau seharga unit apartment di dalam kota. setelah 5 tahun nyicil harga mobil udah tinggal 1/3 dari nilai cicilan yang dibayar, cuma bisa dijual buat dp mobil baru lagi. dan mobil baru pasti harganya naik terus dan terus naik."
@faridmuqodas,1 year ago (edited),"Entah kenapa, mobil ini kok terasa over-price. Nunggu sekennya aja, 10 tahun lagi.",0,https://youtube.com/watch?v=YdTPa-zESgM,"entah kenapa, mobil ini kok terasa over-price. nunggu sekennya aja, 10 tahun lagi."
@GugleId-w4y,1 year ago,Min brp pajak pertahun nya min,0,https://youtube.com/watch?v=YdTPa-zESgM,min brp pajak pertahun nya min
@febydilliawan6608,2 years ago,"Saya baru beli vios 2023 G TSS, tapi ga tau caranya untuk connect ke apple CarPlay wireless :(",0,https://youtube.com/watch?v=YdTPa-zESgM,"saya baru beli vios 2023 g tss, tapi ga tau caranya untuk connect ke apple carplay wireless :("
@bangjoy9178,2 years ago,"Klw di tanya mobil mu apa, vios, pasti di bilang mobil taxi ya, hehe😂",0,https://youtube.com/watch?v=YdTPa-zESgM,"klw di tanya mobil mu apa, vios, pasti di bilang mobil taxi ya, hehe😂"
@arisaputra8065,2 years ago,enak city apa vios yahh bossquuuu,0,https://youtube.com/watch?v=YdTPa-zESgM,enak city apa vios yahh bossquuuu
@zaimmuqo4112,2 years ago,"Toyota emang masi the best sii,, durabilitynya ga main2,, punya avanza 7tahun lebih,jajannya dikit ga mahal juga... Buat kendaraaan pertama masi tetep mengusahakan toyota aja..",0,https://youtube.com/watch?v=YdTPa-zESgM,"toyota emang masi the best sii,, durabilitynya ga main2,, punya avanza 7tahun lebih,jajannya dikit ga mahal juga... buat kendaraaan pertama masi tetep mengusahakan toyota aja.."
@fararrarara6769,2 years ago,andai di bikin hatchback bakal lebih laku neh,0,https://youtube.com/watch?v=YdTPa-zESgM,andai di bikin hatchback bakal lebih laku neh
@denizafa,2 years ago,siap tunggu secondnya 5 tahun lagi,1,https://youtube.com/watch?v=YdTPa-zESgM,siap tunggu secondnya 5 tahun lagi
@aliffzulhaziq6789,2 years ago,Aaku dah kata Indonesia dapat spare tyre,0,https://youtube.com/watch?v=YdTPa-zESgM,aaku dah kata indonesia dapat spare tyre
@zennjen383,2 years ago,Adakah vios 2023 yang 1.3 ?,0,https://youtube.com/watch?v=YdTPa-zESgM,adakah vios 2023 yang 1.3 ?
@Qiiiiiww,2 years ago,"Menurut sya yg sya suka
Ada tSS
Interior mewah
Eksterior ganteng
Lampu full led
Sayang,,, hedroom di belakang mepet .
Tdk ada armrest baris kedua.",1,https://youtube.com/watch?v=YdTPa-zESgM,"menurut sya yg sya suka
ada tss
interior mewah
eksterior ganteng
lampu full led
sayang,,, hedroom di belakang mepet .
tdk ada armrest baris kedua."
@Qiiiiiww,2 years ago,Next city nya bang,0,https://youtube.com/watch?v=YdTPa-zESgM,next city nya bang
@ciaodew,2 years ago (edited),damn??? kok jauh banget sama city? kayak beda kelas 😢,0,https://youtube.com/watch?v=YdTPa-zESgM,damn??? kok jauh banget sama city? kayak beda kelas 😢
@simulator1906,2 years ago,Ngafalin fasilitas segitu banyaknya yakin bakal inget,0,https://youtube.com/watch?v=YdTPa-zESgM,ngafalin fasilitas segitu banyaknya yakin bakal inget
@ryyy9878,2 years ago,Wihh keren keren vios 2023 tapi tetep fun GE8 😁,0,https://youtube.com/watch?v=YdTPa-zESgM,wihh keren keren vios 2023 tapi tetep fun ge8 😁
@mochammadtaufik9402,2 years ago,"Bang Rosano, review mobil Toyota GR Yaris bang",0,https://youtube.com/watch?v=YdTPa-zESgM,"bang rosano, review mobil toyota gr yaris bang"
@suheilyaqin564,2 years ago,"KELEMAHANNYA CUMA 1. HEAD UNIT ATAU MONITOR TV NYA KAYAK TV TABUNG, GENDUT BANGET BELAKANG LAYAR MONITORNYA.

KALO LAYAR MONITOR YG VERSI THAILAND NYA LEBIH ELEGANT, BAGUS KELIATAN MOBIL MAHAL.",0,https://youtube.com/watch?v=YdTPa-zESgM,"kelemahannya cuma 1. head unit atau monitor tv nya kayak tv tabung, gendut banget belakang layar monitornya.

kalo layar monitor yg versi thailand nya lebih elegant, bagus keliatan mobil mahal."
@crvcrv0718,2 years ago,"Sempat mau ambil pas akhir tahun, dengan pertimbangan' vios terbaik saat ini dibanding city MG Atau mazda 2 sedan"" tapi kalah dengan city htsback dengan diskon hampir 40jt 😅",0,https://youtube.com/watch?v=YdTPa-zESgM,"sempat mau ambil pas akhir tahun, dengan pertimbangan' vios terbaik saat ini dibanding city mg atau mazda 2 sedan"" tapi kalah dengan city htsback dengan diskon hampir 40jt 😅"
@ponpesattaqwaaulia1460,2 years ago,Niru honda new BRV haha,0,https://youtube.com/watch?v=YdTPa-zESgM,niru honda new brv haha
@bossskucing8308,2 years ago,the ugliest silhouette & made by toyota🤣🤣🤣,0,https://youtube.com/watch?v=YdTPa-zESgM,the ugliest silhouette & made by toyota🤣🤣🤣
@mendengarkan_angin2158,2 years ago,"ini chanel paling konsisten di indonesia , urutanya dan chapternya , serta satu satu nya chanel yg nyalain lampu mobil , nadanya juga sama , wideangel nya gak terlalu lebar pas . kameramenya GAK MALES ngambil sudut2 mobil",1,https://youtube.com/watch?v=YdTPa-zESgM,"ini chanel paling konsisten di indonesia , urutanya dan chapternya , serta satu satu nya chanel yg nyalain lampu mobil , nadanya juga sama , wideangel nya gak terlalu lebar pas . kameramenya gak males ngambil sudut2 mobil"
@gusGb23,2 years ago,Istimewaaa,0,https://youtube.com/watch?v=YdTPa-zESgM,istimewaaa
@yudiaprinandar4536,2 years ago,Mana ada mobil toyota yang bagus material sampah smua cocok buat pasaran afrika,0,https://youtube.com/watch?v=YdTPa-zESgM,mana ada mobil toyota yang bagus material sampah smua cocok buat pasaran afrika
@asiancomparasion7656,2 years ago,Bingung pilih Vios ini apa MG 5GT,0,https://youtube.com/watch?v=YdTPa-zESgM,bingung pilih vios ini apa mg 5gt
@muhammadsyafiq6151,2 years ago,Wow. Reviewnya menyeluruh. Terbaik👍,0,https://youtube.com/watch?v=YdTPa-zESgM,wow. reviewnya menyeluruh. terbaik👍
@uas567,2 years ago,Cerdas..mmperbaiki image taxi🤣,0,https://youtube.com/watch?v=YdTPa-zESgM,cerdas..mmperbaiki image taxi🤣
@sudjatmiko606,2 years ago,"Hampir beli MG5 GT..
Ternyata lebih aman ambil ini",0,https://youtube.com/watch?v=YdTPa-zESgM,"hampir beli mg5 gt..
ternyata lebih aman ambil ini"
@irwansuryana8164,2 years ago,Bos ngomongy agak tersendat minum dulu sebelum MC.🤭🤭,0,https://youtube.com/watch?v=YdTPa-zESgM,bos ngomongy agak tersendat minum dulu sebelum mc.🤭🤭
@Khaleedalirayan,2 years ago,Penggunaan bahan bakarnya gimana ya? Apa aku yang kelewat pas nonton?,0,https://youtube.com/watch?v=YdTPa-zESgM,penggunaan bahan bakarnya gimana ya? apa aku yang kelewat pas nonton?
@FerraFQ,2 years ago,Design luarannya lebih uncle2,0,https://youtube.com/watch?v=YdTPa-zESgM,design luarannya lebih uncle2
@stanley7983,2 years ago,"buset manual ke cvt beda 40 jt
BERAT",0,https://youtube.com/watch?v=YdTPa-zESgM,"buset manual ke cvt beda 40 jt
berat"
@luthfifauzi8823,2 years ago (edited),boros amat ya 6.5 km/ L?,0,https://youtube.com/watch?v=YdTPa-zESgM,boros amat ya 6.5 km/ l?
@brownbee4889,2 years ago,Gril depan terlalu besar,0,https://youtube.com/watch?v=YdTPa-zESgM,gril depan terlalu besar
@safriadihermawan6835,2 years ago,Bentuk nya aneh krn toyota pake bahan dari avanza,0,https://youtube.com/watch?v=YdTPa-zESgM,bentuk nya aneh krn toyota pake bahan dari avanza
@ericmanurung3423,2 years ago,Rrrrrrrrrrr kurang vitamin Rrrrrr,0,https://youtube.com/watch?v=YdTPa-zESgM,rrrrrrrrrrr kurang vitamin rrrrrr
@hasanbatubara2546,2 years ago,"Gila keren, paling nunggu limo nya hehe",0,https://youtube.com/watch?v=YdTPa-zESgM,"gila keren, paling nunggu limo nya hehe"
@A17O,2 years ago,"Biasa ini, vios lama jg ada trim bagusnya masalahnya duluan yg limo jd kaga laku, stlh pensiun diganti sm transmover jd laku trim mewahnya...kynya strateginya dirubah buat vios yg baru karena ada transmover. Paling taon depan keluar yg limo...",0,https://youtube.com/watch?v=YdTPa-zESgM,"biasa ini, vios lama jg ada trim bagusnya masalahnya duluan yg limo jd kaga laku, stlh pensiun diganti sm transmover jd laku trim mewahnya...kynya strateginya dirubah buat vios yg baru karena ada transmover. paling taon depan keluar yg limo..."
@Ajieambio,2 years ago,Menit 15 - 16 kok pakai Daihatsu? Wkwk,0,https://youtube.com/watch?v=YdTPa-zESgM,menit 15 - 16 kok pakai daihatsu? wkwk
@ekomeidianto4295,2 years ago,"Kayaknya yariz next gen bakalan mirip kayak vios ini depannya, Secara dr dulu vios selalu mirip sama yariz. Bedanya cuman vios sedan yariz hatchback.",0,https://youtube.com/watch?v=YdTPa-zESgM,"kayaknya yariz next gen bakalan mirip kayak vios ini depannya, secara dr dulu vios selalu mirip sama yariz. bedanya cuman vios sedan yariz hatchback."
@abangsaiff5133,2 years ago,ngmongnya kurang luwes...,0,https://youtube.com/watch?v=YdTPa-zESgM,ngmongnya kurang luwes...
@ayubsphone2408,2 years ago,tampilan depannya india banget.,0,https://youtube.com/watch?v=YdTPa-zESgM,tampilan depannya india banget.
